,일시,평균기온,최대풍속,평균풍속
662,2012-05-24,19.8,7.6,2.6
663,2012-05-25,17.9,6.9,2.6
664,2012-05-26,19.6,7.9,3.0
665,2012-05-27,19.8,8.0,3.2
666,2012-05-28,15.0,13.7,4.7
667,2012-05-29,14.7,5.2,2.2
668,2012-05-30,15.3,3.4,1.6
669,2012-05-31,15.5,4.3,2.2
670,2012-06-01,15.5,4.7,2.1
671,2012-06-02,15.3,4.9,2.8
672,2012-06-03,16.2,3.7,1.9
673,2012-06-04,18.1,6.2,4.4
674,2012-06-05,21.0,8.8,4.6
675,2012-06-06,21.0,10.3,4.8
676,2012-06-07,20.1,5.9,4.1
677,2012-06-08,19.6,6.9,4.1
678,2012-06-09,19.2,11.4,5.0
679,2012-06-10,18.8,7.7,2.2
680,2012-06-11,18.3,2.8,1.4
681,2012-06-12,18.3,7.7,4.1
682,2012-06-13,17.2,8.6,5.0
683,2012-06-14,17.6,6.9,4.4
684,2012-06-15,18.3,4.4,1.9
685,2012-06-16,17.7,10.7,5.1
686,2012-06-17,20.2,6.8,3.2
687,2012-06-18,20.6,6.3,4.1
688,2012-06-19,17.8,10.3,4.9
689,2012-06-20,17.7,7.9,3.6
690,2012-06-21,17.9,4.4,2.2
691,2012-06-22,18.1,4.5,1.8
692,2012-06-23,19.3,3.3,2.0
693,2012-06-24,18.5,6.2,3.3
694,2012-06-25,17.8,8.6,5.4
695,2012-06-26,16.4,7.5,5.2
696,2012-06-27,17.0,6.7,4.8
697,2012-06-28,18.2,8.3,5.5
698,2012-06-29,20.5,4.6,1.6
699,2012-06-30,20.9,9.6,5.4
700,2012-07-01,21.4,7.8,3.1
701,2012-07-02,22.7,6.4,2.9
702,2012-07-03,21.8,4.4,2.0
703,2012-07-04,24.0,6.8,3.3
704,2012-07-05,24.1,8.8,3.3
705,2012-07-06,20.6,17.5,6.6
706,2012-07-07,18.9,7.7,5.1
707,2012-07-08,19.5,5.0,2.4
708,2012-07-09,20.8,6.2,3.6
709,2012-07-10,21.1,4.0,1.8
710,2012-07-11,21.9,8.5,4.3
711,2012-07-12,23.2,5.8,2.1
712,2012-07-13,21.1,6.1,2.7
713,2012-07-14,21.9,3.7,1.3
714,2012-07-15,21.6,8.6,3.7
715,2012-07-16,20.6,3.6,1.2
716,2012-07-17,20.8,5.2,1.9
717,2012-07-18,22.2,5.8,3.5
718,2012-07-19,23.3,9.3,4.6
719,2012-07-20,25.3,6.7,2.6
720,2012-07-21,22.1,5.2,2.7
721,2012-07-22,22.1,3.7,1.8
722,2012-07-23,25.1,7.3,4.9
723,2012-07-24,27.7,7.9,3.8
724,2012-07-25,27.4,6.2,2.5
725,2012-07-26,27.2,6.4,2.9
726,2012-07-27,28.3,7.3,3.5
727,2012-07-28,27.7,4.7,1.5
728,2012-07-29,26.9,6.3,3.9
729,2012-07-30,27.6,7.1,4.8
730,2012-07-31,27.2,5.7,2.4
731,2012-08-01,26.5,7.0,3.7
732,2012-08-02,26.7,4.5,2.1
733,2012-08-03,26.5,4.4,2.5
734,2012-08-04,25.8,4.7,2.7
735,2012-08-05,26.3,5.8,3.2
736,2012-08-06,25.9,7.8,5.0
737,2012-08-07,24.6,7.2,4.4
738,2012-08-08,24.5,4.5,2.6
739,2012-08-09,24.6,2.7,1.6
740,2012-08-10,24.6,3.4,1.8
741,2012-08-11,25.1,3.8,2.3
742,2012-08-12,25.4,4.6,2.4
743,2012-08-13,22.1,9.5,4.7
744,2012-08-14,24.1,6.5,3.1
745,2012-08-15,25.2,11.8,7.3
746,2012-08-16,23.2,10.8,5.1
747,2012-08-17,24.0,5.5,2.7
748,2012-08-18,25.8,6.4,4.2
749,2012-08-19,26.0,9.1,6.3
750,2012-08-20,25.3,8.7,5.8
751,2012-08-21,25.9,7.9,4.8
752,2012-08-22,24.0,10.2,6.1
753,2012-08-23,21.6,8.2,4.2
754,2012-08-24,22.2,7.2,3.2
755,2012-08-25,24.1,4.6,2.0
756,2012-08-26,25.2,4.3,2.6
757,2012-08-27,26.1,5.1,2.7
758,2012-08-28,25.2,8.8,4.0
759,2012-08-29,25.0,13.4,8.9
760,2012-08-30,24.1,10.2,3.4
761,2012-08-31,19.5,12.4,5.1
762,2012-09-01,20.3,2.9,1.1
763,2012-09-02,21.7,3.6,1.5
764,2012-09-03,22.3,3.9,1.4
765,2012-09-04,23.4,9.1,5.1
766,2012-09-05,23.2,7.4,5.1
767,2012-09-06,21.2,5.5,1.9
768,2012-09-07,21.0,2.9,1.5
769,2012-09-08,21.0,9.9,4.1
770,2012-09-09,19.7,3.6,1.4
771,2012-09-10,18.1,7.5,4.4
772,2012-09-11,19.5,7.2,3.4
773,2012-09-12,20.0,3.0,1.4
774,2012-09-13,21.6,4.2,2.6
775,2012-09-14,19.2,9.4,4.8
776,2012-09-15,17.5,9.8,6.5
777,2012-09-16,19.1,13.9,9.2
778,2012-09-17,22.2,12.4,5.2
779,2012-09-18,20.2,9.4,5.4
780,2012-09-19,20.7,6.6,3.3
781,2012-09-20,20.0,5.6,1.5
782,2012-09-21,19.2,2.5,1.2
783,2012-09-22,18.4,6.4,3.2
784,2012-09-23,18.6,9.1,5.2
785,2012-09-24,18.1,7.2,4.9
786,2012-09-25,17.6,6.7,5.2
787,2012-09-26,17.6,5.0,3.5
788,2012-09-27,18.8,6.5,4.0
789,2012-09-28,19.8,5.3,2.8
790,2012-09-29,17.7,8.0,3.3
791,2012-09-30,16.6,7.0,4.2
792,2012-10-01,16.9,8.4,4.7
793,2012-10-02,16.1,7.8,5.3
794,2012-10-03,17.2,7.7,5.8
795,2012-10-04,17.5,6.8,3.1
796,2012-10-05,18.7,4.3,1.4
797,2012-10-06,18.5,9.7,3.1
798,2012-10-07,15.7,9.3,6.4
799,2012-10-08,15.0,6.0,3.8
800,2012-10-09,16.6,5.2,2.9
801,2012-10-10,18.0,5.5,2.9
802,2012-10-11,13.3,9.2,5.4
803,2012-10-12,14.8,5.5,2.3
804,2012-10-13,17.2,6.5,3.2
805,2012-10-14,18.7,7.6,4.5
806,2012-10-15,15.7,8.2,3.9
807,2012-10-16,16.1,4.2,2.0
808,2012-10-17,15.1,8.6,4.7
809,2012-10-18,11.9,10.4,4.4
810,2012-10-19,14.3,5.6,2.3
811,2012-10-20,16.7,9.2,4.9
812,2012-10-21,17.8,8.0,3.3
813,2012-10-22,17.5,12.1,6.2
814,2012-10-23,11.0,11.1,3.6
815,2012-10-24,13.3,6.4,4.0
816,2012-10-25,15.5,7.6,2.8
817,2012-10-26,16.1,4.1,1.3
818,2012-10-27,16.3,8.0,3.1
819,2012-10-28,15.6,10.2,5.2
820,2012-10-29,12.3,6.8,3.1
821,2012-10-30,9.2,11.3,5.9
822,2012-10-31,8.1,6.0,2.6
823,2012-11-01,6.1,12.5,6.1
824,2012-11-02,6.7,8.5,3.6
825,2012-11-03,9.1,5.0,2.3
826,2012-11-04,11.3,5.1,2.6
827,2012-11-05,14.1,8.2,4.6
828,2012-11-06,9.4,7.6,4.0
829,2012-11-07,11.0,6.5,2.8
830,2012-11-08,11.8,4.9,1.8
831,2012-11-09,11.2,8.2,5.6
832,2012-11-10,10.7,8.3,5.1
833,2012-11-11,12.5,13.8,5.4
834,2012-11-12,10.1,12.7,8.2
835,2012-11-13,7.8,8.3,5.0
836,2012-11-14,4.4,8.7,4.2
837,2012-11-15,6.3,8.9,4.9
838,2012-11-16,10.0,12.6,6.1
839,2012-11-17,9.3,8.2,3.7
840,2012-11-18,5.6,7.8,3.8
841,2012-11-19,8.6,8.3,4.4
842,2012-11-20,6.5,5.3,2.4
843,2012-11-21,8.2,6.6,2.8
844,2012-11-22,9.3,4.3,1.9
845,2012-11-23,5.3,10.5,6.6
846,2012-11-24,5.1,8.2,3.6
847,2012-11-25,8.4,7.6,2.8
848,2012-11-26,5.4,8.4,3.6
849,2012-11-27,2.9,5.7,2.6
850,2012-11-28,8.4,13.2,8.0
851,2012-11-29,5.5,5.5,2.4
852,2012-11-30,3.9,5.2,2.2
853,2012-12-01,0.3,11.5,6.1
854,2012-12-02,3.7,6.0,2.7
855,2012-12-03,7.4,10.3,4.5
856,2012-12-04,1.8,10.1,4.9
857,2012-12-05,2.6,13.2,4.4
858,2012-12-06,-1.8,9.4,4.6
859,2012-12-07,1.0,8.9,3.1
860,2012-12-08,-1.4,11.0,6.1
861,2012-12-09,-3.3,7.1,3.4
862,2012-12-10,-1.1,8.4,4.1
863,2012-12-11,1.0,8.7,6.1
864,2012-12-12,2.4,6.6,3.3
865,2012-12-13,5.4,7.5,4.6
866,2012-12-14,8.1,7.9,3.5
867,2012-12-15,6.8,12.3,4.6
868,2012-12-16,6.1,5.3,2.8
869,2012-12-17,5.8,9.3,3.4
870,2012-12-18,-1.3,11.1,7.0
871,2012-12-19,-1.0,6.5,3.6
872,2012-12-20,1.7,6.5,2.6
873,2012-12-21,4.5,3.2,1.8
874,2012-12-22,1.7,9.7,5.4
875,2012-12-23,-2.0,9.9,3.8
876,2012-12-24,-3.1,6.1,2.8
877,2012-12-25,-2.2,7.2,4.2
878,2012-12-26,-4.1,5.5,2.8
879,2012-12-27,1.5,5.4,2.9
880,2012-12-28,3.2,12.5,5.5
881,2012-12-29,5.4,10.7,5.7
882,2012-12-30,1.3,9.9,4.3
883,2012-12-31,-3.1,8.6,4.1
884,2013-01-01,-0.1,11.0,4.3
885,2013-01-02,-2.9,10.5,5.5
886,2013-01-03,-4.9,6.0,2.8
887,2013-01-04,-2.8,5.4,1.9
888,2013-01-05,1.2,6.2,3.0
889,2013-01-06,1.3,6.3,2.1
890,2013-01-07,1.9,5.8,1.9
891,2013-01-08,1.5,6.0,2.2
892,2013-01-09,-1.0,7.6,4.2
893,2013-01-10,-2.6,5.8,2.2
894,2013-01-11,0.8,4.5,2.4
895,2013-01-12,4.5,9.4,5.7
896,2013-01-13,3.6,5.6,2.6
897,2013-01-14,2.6,13.9,5.8
898,2013-01-15,-0.6,9.1,3.6
899,2013-01-16,1.4,8.7,4.3
900,2013-01-17,-2.7,13.0,8.6
901,2013-01-18,0.6,5.2,3.0
902,2013-01-19,0.8,4.5,2.0
903,2013-01-20,1.9,5.7,3.1
904,2013-01-21,2.9,5.8,3.0
905,2013-01-22,1.8,10.6,7.9
906,2013-01-23,1.5,8.1,3.5
907,2013-01-24,3.1,7.9,5.3
908,2013-01-25,-5.1,7.1,3.4
909,2013-01-26,-4.9,6.5,3.0
910,2013-01-27,-2.8,10.4,4.4
911,2013-01-28,0.4,7.7,2.4
912,2013-01-29,2.9,6.4,2.4
913,2013-01-30,5.1,5.7,2.4
914,2013-01-31,6.9,3.9,2.2
915,2013-02-01,9.0,12.3,4.6
916,2013-02-02,4.4,7.1,3.7
917,2013-02-03,1.7,5.9,2.4
918,2013-02-04,3.7,8.5,4.1
919,2013-02-05,1.5,4.8,2.1
920,2013-02-06,3.3,6.3,2.4
921,2013-02-07,-4.3,9.5,4.3
922,2013-02-08,-5.5,10.0,4.5
923,2013-02-09,-0.4,3.9,1.8
924,2013-02-10,0.1,8.4,3.4
925,2013-02-11,-2.8,8.1,4.4
926,2013-02-12,0.4,6.8,2.9
927,2013-02-13,0.8,9.9,4.0
928,2013-02-14,4.3,6.4,2.6
929,2013-02-15,-0.3,9.3,5.7
930,2013-02-16,-2.7,8.5,4.3
931,2013-02-17,2.1,8.5,3.5
932,2013-02-18,1.1,10.0,6.7
933,2013-02-19,-1.2,6.7,3.2
934,2013-02-20,-1.1,7.1,3.4
935,2013-02-21,-1.0,5.4,2.4
936,2013-02-22,1.7,7.7,4.1
937,2013-02-23,1.5,9.6,3.9
938,2013-02-24,-1.3,8.0,4.2
939,2013-02-25,-0.9,4.3,2.4
940,2013-02-26,4.9,8.2,3.6
941,2013-02-27,6.5,7.4,3.8
942,2013-02-28,8.4,7.7,3.6
943,2013-03-01,5.3,14.4,7.2
944,2013-03-02,0.5,9.7,5.0
945,2013-03-03,2.0,3.5,1.8
946,2013-03-04,3.6,5.1,2.1
947,2013-03-05,7.2,12.2,5.4
948,2013-03-06,9.4,10.7,4.6
949,2013-03-07,10.8,12.4,6.7
950,2013-03-08,12.0,9.9,5.9
951,2013-03-09,10.5,12.6,6.1
952,2013-03-10,2.6,17.2,5.1
953,2013-03-11,4.3,8.3,3.1
954,2013-03-12,9.8,9.6,7.3
955,2013-03-13,2.4,11.4,8.3
956,2013-03-14,1.4,9.6,4.1
957,2013-03-15,8.4,8.7,6.4
958,2013-03-16,7.5,13.3,5.4
959,2013-03-17,9.6,9.0,5.8
960,2013-03-18,9.4,9.6,4.0
961,2013-03-19,8.0,13.9,3.4
962,2013-03-20,2.8,16.6,7.0
963,2013-03-21,3.5,10.2,4.7
964,2013-03-22,7.0,11.7,5.0
965,2013-03-23,4.5,7.4,3.2
966,2013-03-24,5.8,9.3,4.4
967,2013-03-25,2.3,8.8,5.7
968,2013-03-26,4.5,4.7,2.2
969,2013-03-27,10.2,8.0,5.0
970,2013-03-28,10.6,11.0,2.7
971,2013-03-29,5.2,7.7,4.0
972,2013-03-30,5.6,4.8,1.7
973,2013-03-31,4.0,6.6,3.6
974,2013-04-01,8.4,6.5,3.0
975,2013-04-02,9.6,8.0,2.9
976,2013-04-03,10.2,13.8,5.3
977,2013-04-04,9.1,10.5,5.0
978,2013-04-05,10.0,5.0,1.9
979,2013-04-06,8.1,15.7,6.9
980,2013-04-07,3.1,17.8,7.9
981,2013-04-08,9.5,9.7,4.8
982,2013-04-09,8.7,9.1,5.7
983,2013-04-10,5.6,8.7,3.3
984,2013-04-11,6.2,9.0,4.6
985,2013-04-12,6.6,6.4,3.2
986,2013-04-13,10.9,12.1,8.4
987,2013-04-14,9.6,14.1,7.0
988,2013-04-15,9.0,9.3,3.8
989,2013-04-16,11.8,13.6,6.1
990,2013-04-17,5.9,11.2,5.4
991,2013-04-18,7.3,12.3,5.3
992,2013-04-19,5.6,7.4,4.2
993,2013-04-20,4.5,3.8,1.6
994,2013-04-21,5.2,6.2,2.4
995,2013-04-22,11.0,7.4,5.3
996,2013-04-23,11.3,8.2,5.7
997,2013-04-24,12.6,9.9,5.0
998,2013-04-25,12.7,7.8,3.9
999,2013-04-26,9.7,6.1,3.4
1000,2013-04-27,12.1,7.6,3.9
1001,2013-04-28,12.9,7.5,3.6
1002,2013-04-29,14.2,12.2,7.8
1003,2013-04-30,11.1,10.2,6.1
1004,2013-05-01,7.6,10.5,5.7
1005,2013-05-02,7.1,2.2,0.8
1006,2013-05-03,10.7,6.1,3.0
1007,2013-05-04,13.6,6.8,2.4
1008,2013-05-05,17.7,8.3,4.6
1009,2013-05-06,15.6,15.8,6.1
1010,2013-05-07,10.7,6.3,3.2
1011,2013-05-08,13.2,8.5,6.0
1012,2013-05-09,18.8,8.2,3.9
1013,2013-05-10,14.9,11.1,6.2
1014,2013-05-11,17.6,7.0,3.8
1015,2013-05-12,20.4,10.6,7.9
1016,2013-05-13,16.2,10.4,3.7
1017,2013-05-14,13.9,5.5,3.0
1018,2013-05-15,14.1,10.3,3.2
1019,2013-05-16,10.7,7.9,5.0
1020,2013-05-17,12.0,3.7,2.0
1021,2013-05-18,15.0,6.8,3.9
1022,2013-05-19,13.8,5.0,1.8
1023,2013-05-20,15.9,8.5,4.4
1024,2013-05-21,18.7,9.0,4.8
1025,2013-05-22,18.9,7.8,3.3
1026,2013-05-23,17.3,6.1,2.1
1027,2013-05-24,18.3,7.2,5.3
1028,2013-05-25,17.8,6.3,2.4
1029,2013-05-26,17.8,6.3,3.9
1030,2013-05-27,19.2,5.9,3.5
1031,2013-05-28,16.8,6.1,3.7
1032,2013-05-29,19.2,8.5,5.7
1033,2013-05-30,21.7,10.8,5.7
1034,2013-05-31,21.4,7.1,2.1
1035,2013-06-01,18.6,5.6,1.2
1036,2013-06-02,18.1,7.8,1.6
1037,2013-06-03,16.2,2.5,0.2
1038,2013-06-04,18.3,4.6,2.6
1039,2013-06-05,19.1,5.3,1.9
1040,2013-06-06,17.7,5.2,2.2
1041,2013-06-07,17.1,6.2,1.4
1042,2013-06-08,17.4,4.4,0.5
1043,2013-06-09,18.1,4.9,2.2
1044,2013-06-10,18.0,7.4,4.7
1045,2013-06-11,19.5,6.8,3.4
1046,2013-06-12,21.9,3.4,0.6
1047,2013-06-13,20.0,3.7,0.4
1048,2013-06-14,19.2,2.6,0.2
1049,2013-06-15,20.7,6.2,2.0
1050,2013-06-16,20.6,7.2,4.5
1051,2013-06-17,21.9,6.2,2.6
1052,2013-06-18,20.1,4.9,2.1
1053,2013-06-19,19.9,5.5,1.0
1054,2013-06-20,20.5,4.6,1.7
1055,2013-06-21,20.1,4.6,1.3
1056,2013-06-22,19.1,5.6,1.6
1057,2013-06-23,19.4,5.2,2.0
1058,2013-06-24,21.0,3.5,1.5
1059,2013-06-25,20.6,2.9,1.3
1060,2013-06-26,20.9,9.3,4.2
1061,2013-06-27,19.8,5.4,1.4
1062,2013-06-28,20.3,3.2,0.5
1063,2013-06-29,21.3,3.6,0.9
1064,2013-06-30,22.2,3.4,0.9
1065,2013-07-01,23.2,6.6,4.1
1066,2013-07-02,22.0,10.7,6.0
1067,2013-07-03,24.1,12.3,7.8
1068,2013-07-04,25.7,10.6,5.3
1069,2013-07-05,21.8,9.5,6.0
1070,2013-07-06,23.9,8.1,2.4
1071,2013-07-07,23.9,11.6,5.2
1072,2013-07-08,23.8,10.9,9.1
1073,2013-07-09,25.5,12.8,8.9
1074,2013-07-10,26.4,8.7,5.0
1075,2013-07-11,26.7,8.5,4.9
1076,2013-07-12,25.1,12.4,7.8
1077,2013-07-13,23.3,8.6,2.6
1078,2013-07-14,23.6,10.3,4.9
1079,2013-07-15,22.7,7.5,2.8
1080,2013-07-16,23.4,13.0,7.6
1081,2013-07-17,24.5,12.8,8.8
1082,2013-07-18,23.8,8.7,3.1
1083,2013-07-19,22.6,5.2,2.1
1084,2013-07-20,24.3,6.2,4.5
1085,2013-07-21,26.1,10.5,6.8
1086,2013-07-22,26.3,8.6,3.6
1087,2013-07-23,26.3,10.7,6.3
1088,2013-07-24,26.0,13.5,9.0
1089,2013-07-25,27.1,7.8,5.3
1090,2013-07-26,26.6,6.6,2.8
1091,2013-07-27,25.0,5.0,1.7
1092,2013-07-28,24.6,8.2,3.3
1093,2013-07-29,27.1,10.2,4.9
1094,2013-07-30,23.6,3.7,1.1
1095,2013-07-31,25.2,10.0,4.6
1096,2013-08-01,23.9,4.5,1.4
1097,2013-08-02,22.8,5.7,2.1
1098,2013-08-03,24.7,8.2,3.5
1099,2013-08-04,27.4,6.6,2.8
1100,2013-08-05,27.9,5.3,2.1
1101,2013-08-06,29.1,9.0,3.2
1102,2013-08-07,29.8,6.3,2.7
1103,2013-08-08,31.3,7.8,4.6
1104,2013-08-09,30.6,9.9,6.4
1105,2013-08-10,30.6,7.4,3.8
1106,2013-08-11,28.1,4.1,1.6
1107,2013-08-12,27.2,5.2,3.0
1108,2013-08-13,28.5,6.5,2.5
1109,2013-08-14,28.3,6.7,3.1
1110,2013-08-15,28.2,5.9,2.7
1111,2013-08-16,28.3,7.6,4.1
1112,2013-08-17,27.7,8.4,6.5
1113,2013-08-18,28.4,10.1,6.3
1114,2013-08-19,27.8,6.0,2.0
1115,2013-08-20,25.9,6.3,2.9
1116,2013-08-21,25.1,5.1,2.7
1117,2013-08-22,25.8,9.5,3.5
1118,2013-08-23,24.2,8.6,3.2
1119,2013-08-24,26.0,5.3,1.3
1120,2013-08-25,24.7,6.7,2.9
1121,2013-08-26,24.1,3.5,1.6
1122,2013-08-27,24.7,6.0,1.9
1123,2013-08-28,24.1,5.8,2.5
1124,2013-08-29,25.0,11.3,6.3
1125,2013-08-30,24.5,8.5,2.9
1126,2013-08-31,21.0,11.0,5.2
1127,2013-09-01,21.1,5.5,3.4
1128,2013-09-02,21.6,5.1,3.0
1129,2013-09-03,20.3,5.5,1.8
1130,2013-09-04,19.1,8.9,5.9
1131,2013-09-05,19.8,6.1,4.3
1132,2013-09-06,18.4,5.0,2.0
1133,2013-09-07,19.8,3.9,1.8
1134,2013-09-08,20.4,2.1,0.8
1135,2013-09-09,20.4,2.9,1.3
1136,2013-09-10,21.6,2.4,1.0
1137,2013-09-11,21.5,5.4,1.7
1138,2013-09-12,22.7,4.7,2.1
1139,2013-09-13,23.5,7.9,5.0
1140,2013-09-14,24.2,7.5,3.7
1141,2013-09-15,22.8,8.9,5.0
1142,2013-09-16,19.5,9.8,5.7
1143,2013-09-17,21.4,5.7,3.6
1144,2013-09-18,21.5,4.2,2.0
1145,2013-09-19,21.4,3.5,2.0
1146,2013-09-20,22.8,8.1,3.9
1147,2013-09-21,23.5,5.4,1.5
1148,2013-09-22,20.0,9.2,5.8
1149,2013-09-23,21.0,4.8,2.0
1150,2013-09-24,22.3,5.0,3.0
1151,2013-09-25,17.7,13.0,6.2
1152,2013-09-26,16.1,8.1,4.0
1153,2013-09-27,17.4,3.2,1.5
1154,2013-09-28,19.5,2.9,1.3
1155,2013-09-29,18.5,8.4,4.5
1156,2013-09-30,20.3,8.1,4.4
1157,2013-10-01,19.3,7.4,4.6
1158,2013-10-02,18.9,9.7,3.9
1159,2013-10-03,16.4,8.3,3.0
1160,2013-10-04,18.7,4.5,1.7
1161,2013-10-05,19.3,6.2,3.1
1162,2013-10-06,19.8,8.9,5.4
1163,2013-10-07,21.3,5.5,2.7
1164,2013-10-08,19.2,14.3,5.6
1165,2013-10-09,17.9,12.9,6.0
1166,2013-10-10,19.7,4.2,2.1
1167,2013-10-11,19.4,10.0,5.0
1168,2013-10-12,16.2,8.0,4.1
1169,2013-10-13,17.0,5.0,2.1
1170,2013-10-14,19.1,5.7,3.6
1171,2013-10-15,12.6,15.6,10.1
1172,2013-10-16,9.9,14.2,8.4
1173,2013-10-17,12.2,5.6,1.5
1174,2013-10-18,14.4,4.0,2.3
1175,2013-10-19,15.7,6.6,3.8
1176,2013-10-20,15.7,11.0,5.3
1177,2013-10-21,13.8,13.5,7.9
1178,2013-10-22,14.6,10.5,7.1
1179,2013-10-23,15.3,8.3,5.3
1180,2013-10-24,15.6,6.4,2.6
1181,2013-10-25,12.6,7.4,4.4
1182,2013-10-26,11.8,8.3,4.6
1183,2013-10-27,14.2,5.5,2.5
1184,2013-10-28,15.1,5.5,3.6
1185,2013-10-29,16.0,5.4,2.7
1186,2013-10-30,13.7,8.1,4.8
1187,2013-10-31,13.2,5.6,2.1
1188,2013-11-01,14.3,4.6,2.1
1189,2013-11-02,16.4,6.1,3.3
1190,2013-11-03,15.2,6.4,2.2
1191,2013-11-04,12.3,8.3,5.0
1192,2013-11-05,13.3,6.4,3.2
1193,2013-11-06,15.3,10.1,6.2
1194,2013-11-07,14.5,8.3,4.1
1195,2013-11-08,10.8,7.3,4.1
1196,2013-11-09,14.1,7.3,3.4
1197,2013-11-10,10.5,14.3,5.3
1198,2013-11-11,4.0,13.1,5.3
1199,2013-11-12,4.9,8.1,3.9
1200,2013-11-13,6.2,7.7,4.0
1201,2013-11-14,11.1,7.2,4.2
1202,2013-11-15,11.1,4.5,1.6
1203,2013-11-16,10.4,4.7,2.1
1204,2013-11-17,9.6,9.2,5.9
1205,2013-11-18,3.6,10.8,5.6
1206,2013-11-19,3.4,7.5,3.7
1207,2013-11-20,4.8,5.0,2.1
1208,2013-11-21,6.3,3.7,1.5
1209,2013-11-22,7.5,5.0,1.7
1210,2013-11-23,9.4,5.2,2.2
1211,2013-11-24,11.5,3.8,2.2
1212,2013-11-25,9.8,15.5,9.3
1213,2013-11-26,4.7,9.1,5.8
1214,2013-11-27,4.1,9.4,5.1
1215,2013-11-28,-0.3,7.7,3.4
1216,2013-11-29,1.2,5.7,2.3
1217,2013-11-30,7.2,5.8,2.8
1218,2013-12-01,8.5,4.9,2.3
1219,2013-12-02,7.7,5.8,2.3
1220,2013-12-03,8.3,5.4,2.1
1221,2013-12-04,8.4,7.8,3.4
1222,2013-12-05,9.3,6.3,2.9
1223,2013-12-06,4.9,6.4,3.5
1224,2013-12-07,5.2,5.6,2.9
1225,2013-12-08,5.7,4.1,1.9
1226,2013-12-09,9.2,10.7,5.8
1227,2013-12-10,3.2,12.7,5.0
1228,2013-12-11,2.8,9.7,4.5
1229,2013-12-12,1.9,11.5,5.0
1230,2013-12-13,-1.6,10.9,4.4
1231,2013-12-14,0.6,9.2,4.8
1232,2013-12-15,0.4,6.1,2.6
1233,2013-12-16,2.9,6.7,2.8
1234,2013-12-17,3.5,8.2,5.6
1235,2013-12-18,4.0,9.4,7.3
1236,2013-12-19,1.4,9.9,6.4
1237,2013-12-20,0.5,13.6,7.2
1238,2013-12-21,1.3,13.1,7.1
1239,2013-12-22,0.9,8.6,6.2
1240,2013-12-23,2.2,6.8,3.0
1241,2013-12-24,1.3,8.8,5.6
1242,2013-12-25,4.4,7.9,3.3
1243,2013-12-26,4.5,7.8,3.4
1244,2013-12-27,-1.6,13.8,7.1
1245,2013-12-28,-2.0,8.1,3.4
1246,2013-12-29,0.3,7.7,3.4
1247,2013-12-30,3.8,8.6,5.2
1248,2013-12-31,4.9,9.1,5.5
1249,2014-01-01,5.3,9.0,4.7
1250,2014-01-02,3.5,7.8,3.1
1251,2014-01-03,6.3,7.1,4.4
1252,2014-01-04,-0.1,10.4,7.6
1253,2014-01-05,0.2,7.5,3.7
1254,2014-01-06,1.1,5.7,2.8
1255,2014-01-07,4.6,8.0,3.8
1256,2014-01-08,4.1,7.5,3.5
1257,2014-01-09,-4.0,12.2,6.4
1258,2014-01-10,-2.2,4.8,2.6
1259,2014-01-11,0.7,5.5,2.4
1260,2014-01-12,0.8,7.7,3.4
1261,2014-01-13,-2.5,6.9,3.7
1262,2014-01-14,-0.9,5.5,2.5
1263,2014-01-15,1.1,6.9,2.6
1264,2014-01-16,1.5,6.2,2.1
1265,2014-01-17,0.1,5.6,3.3
1266,2014-01-18,-0.7,14.2,4.5
1267,2014-01-19,0.0,6.2,3.0
1268,2014-01-20,2.7,8.0,4.2
1269,2014-01-21,-0.9,13.0,6.8
1270,2014-01-22,0.1,7.1,2.6
1271,2014-01-23,2.6,8.6,3.0
1272,2014-01-24,5.9,9.8,7.1
1273,2014-01-25,6.5,8.9,4.7
1274,2014-01-26,-1.9,11.0,5.5
1275,2014-01-27,4.0,13.6,6.4
1276,2014-01-28,3.7,9.8,4.4
1277,2014-01-29,6.7,10.7,5.3
1278,2014-01-30,8.4,11.1,6.3
1279,2014-01-31,3.4,7.7,3.0
1280,2014-02-01,7.6,8.5,4.5
1281,2014-02-02,10.1,9.8,4.3
1282,2014-02-03,2.7,11.5,5.3
1283,2014-02-04,-4.0,9.9,5.5
1284,2014-02-05,-3.7,6.4,3.5
1285,2014-02-06,-1.3,7.0,3.3
1286,2014-02-07,-0.4,8.2,5.8
1287,2014-02-08,0.3,8.9,6.3
1288,2014-02-09,-1.1,10.5,7.9
1289,2014-02-10,-3.7,10.9,8.1
1290,2014-02-11,-3.3,8.3,6.2
1291,2014-02-12,-0.8,8.1,5.5
1292,2014-02-13,-0.7,9.7,6.9
1293,2014-02-14,-0.4,10.1,6.7
1294,2014-02-15,0.9,10.2,6.0
1295,2014-02-16,3.7,6.6,2.3
1296,2014-02-17,1.0,10.3,7.1
1297,2014-02-18,-2.1,10.6,7.2
1298,2014-02-19,-0.7,6.7,3.8
1299,2014-02-20,1.0,9.6,2.5
1300,2014-02-21,-0.3,6.2,3.4
1301,2014-02-22,0.4,5.4,3.2
1302,2014-02-23,1.5,4.4,1.9
1303,2014-02-24,4.6,5.0,1.6
1304,2014-02-25,6.6,5.4,1.7
1305,2014-02-26,7.0,3.0,1.6
1306,2014-02-27,8.6,6.4,1.9
1307,2014-02-28,4.4,10.5,4.9
1308,2014-03-01,5.1,4.1,1.5
1309,2014-03-02,2.4,11.7,5.9
